path	dropped_lines	source_blob	upstream_blob	candidate_blob	base_blob	geometry	source_commits_since_base	upstream_intro
extensions/codex/src/app-server/dynamic-tools.test.ts	5	c3ae4cdadd64a4b11528b51781edd027dd3c02a4	1e319e38079460b8b51705b41f89f96b93dfdd73	c3ae4cdadd64a4b11528b51781edd027dd3c02a4	1e319e38079460b8b51705b41f89f96b93dfdd73	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|8abde93a5d1:Merge upstream 9aa24e8f into PR presentation assembly|55fb755bebb:merge: absorb frozen upstream for WO-1217|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|d6ac137b148:Merge upstream c46cc1e2 into absorb branch|a05d8a41a26:merge: absorb frozen upstream for #1172|c15743f18b6:temporary exact-tree LOC comparison|d562ba0a1f4:fix(codex): classify successful continuation results|00af7feddcc:Merge upstream/main into #1172 assembly|56360c15761:Merge upstream/main into #1172 assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune	?
extensions/codex/src/app-server/dynamic-tools.ts	6	187b1b167ff5bf6b14228c6405c3b0d4f25350e2	2f257aebf142311ba3a58a5ddfd4c04cb648dc76	187b1b167ff5bf6b14228c6405c3b0d4f25350e2	2f257aebf142311ba3a58a5ddfd4c04cb648dc76	accepted-overlay-no-current-upstream-delta	2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|55fb755bebb:merge: absorb frozen upstream for WO-1217|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|b8cba77cb0d:fix: reconcile #1184 integration gates|d6ac137b148:Merge upstream c46cc1e2 into absorb branch|a05d8a41a26:merge: absorb frozen upstream for #1172|c15743f18b6:temporary exact-tree LOC comparison|d562ba0a1f4:fix(codex): classify successful continuation results|0dc146c8c57:Merge upstream main into #1172 cut candidate|a37a2215c28:Merge upstream/main into 1172 status row assembly|2b716010841:Fix static gates after #1172 upstream fold|00af7feddcc:Merge upstream/main into #1172 assembly|56360c15761:Merge upstream/main into #1172 assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|ea06393bacf:Prune assembly splay before drift correction|d3cfdf2dbf5:merge: absorb upstream main after 1159 fold|c8ff54907c6:Merge origin/main into assembly continuation branch|78d31449a23:merge: absorb upstream main into continuation assembly|c524a800fdb:merge: absorb upstream main for continuation trace redaction|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|07aeccb0d65:fix(codex): give legacy app-server tool_result extensions prepared args	?
extensions/codex/src/app-server/native-subagent-task-mirror.test.ts	4	ecc1f9467035ef055d7f00bc43d74ce501a71733	9dd0d0772bf9e17c5e929eb8ffc79b2675f0cb82	ecc1f9467035ef055d7f00bc43d74ce501a71733	9dd0d0772bf9e17c5e929eb8ffc79b2675f0cb82	accepted-overlay-no-current-upstream-delta	ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|b6842092148:fix: stabilize 1184 GATES integration repairs	?
extensions/codex/src/app-server/run-attempt.dynamic-tools.test.ts	2	dcb72cc524b54a568550bc686f9107598cb107ae	dfc6ec44747508c65b6c5daafb6986649940cdfa	dcb72cc524b54a568550bc686f9107598cb107ae	dfc6ec44747508c65b6c5daafb6986649940cdfa	accepted-overlay-no-current-upstream-delta	2cf1c4dba1a:Merge upstream main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|77ae5c4319e:test(codex): avoid cold plugin load in app-server proof|e9757aac4ad:fix(gates): align post-merge contract baselines|228da670830:merge: absorb upstream lifecycle and cron ownership into assembly|c15743f18b6:temporary exact-tree LOC comparison|cea9e4296b7:test(codex): allow bounded cold app-server startup|d562ba0a1f4:fix(codex): classify successful continuation results|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|ea06393bacf:Prune assembly splay before drift correction	?
extensions/codex/src/app-server/runtime-artifact.test.ts	1	61a77fa541afcf62a14a6d63ca372607d9ba0495	e791d78155cc61519adba6c41e4d4abcc9bb3f24	61a77fa541afcf62a14a6d63ca372607d9ba0495	e791d78155cc61519adba6c41e4d4abcc9bb3f24	accepted-overlay-no-current-upstream-delta	3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|e4053f698ea:fix(drift): align test roots with upstream rename surface	e689231e428 fix: make Codex onboarding survive inherited N
extensions/codex/src/app-server/side-question.test.ts	1	fe92a49cd88c23310d9e5e4ee16cdf1436039784	f2da4c8146ee7d1093ae66c5d8c6644b6f95cd02	fe92a49cd88c23310d9e5e4ee16cdf1436039784	f2da4c8146ee7d1093ae66c5d8c6644b6f95cd02	accepted-overlay-no-current-upstream-delta	d54403ab018:merge: absorb current upstream 23854c39 into continuation candidate|b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|9507800800a:merge: absorb upstream/main into continuation assembly|31af61428a6:merge: absorb upstream drift and restore continuation tracing|0dd8008463d:merge: absorb upstream 480e0c0 into PR presentation assembly|cb73c7db50c:Merge upstream f4387b7a into PR presentation assembly|8abde93a5d1:Merge upstream 9aa24e8f into PR presentation assembly|9f89d941dd1:merge: absorb frozen upstream c37ba84|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|228da670830:merge: absorb upstream lifecycle and cron ownership into assembly|a05d8a41a26:merge: absorb frozen upstream for #1172|2e7861ba45f:fix(codex): reject inherited side continuations|5b3e0d552d8:fix(codex): forward continuation tool callbacks	?
extensions/copilot/src/native-subagent-task-mirror.test.ts	5	add0e1bf8323dae88610b659de78d4a41be1feb1	8fa7337c46ba2aaf82ded1b57ef9edc82db4cf9c	add0e1bf8323dae88610b659de78d4a41be1feb1	8fa7337c46ba2aaf82ded1b57ef9edc82db4cf9c	accepted-overlay-no-current-upstream-delta	b6842092148:fix: stabilize 1184 GATES integration repairs	?
extensions/copilot/src/tool-bridge.test.ts	3	84c79a0479d5ad612e149f20a50f8e51781f2dbc	038552bc9cc95376073cc185a147ad8c10b683cd	84c79a0479d5ad612e149f20a50f8e51781f2dbc	038552bc9cc95376073cc185a147ad8c10b683cd	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|e4053f698ea:fix(drift): align test roots with upstream rename surface	409fb7abcac fix(telegram): enforce direct-message tool pol
extensions/diagnostics-otel/src/service-traces.ts	2	62f3ab6ecb5cc90e7d61987951064205c87f29c2	9e941d14ae555d66750e18da2ee128a8b1e97f23	62f3ab6ecb5cc90e7d61987951064205c87f29c2	9e941d14ae555d66750e18da2ee128a8b1e97f23	accepted-overlay-no-current-upstream-delta	9f89d941dd1:merge: absorb frozen upstream c37ba84|2615e52048d:merge(1205): absorb current upstream f9207db3 into continuation base 4c5bd846|e3dd5604a7d:Merge frozen implementation epoch for #1172 LOC policy	?
extensions/diagnostics-otel/src/service.test.ts	2	a6921a35de90422b7a01ae12113353c24127b4a5	ed6b3555903c689d1011b4278a7be038237c35a7	a6921a35de90422b7a01ae12113353c24127b4a5	ed6b3555903c689d1011b4278a7be038237c35a7	accepted-overlay-no-current-upstream-delta	ede8fe53879:fix(diagnostics-otel): restore continuation span lineage|5f8b89c70f5:fix(diagnostics-otel): preserve active continuation tracer|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|cb73c7db50c:Merge upstream f4387b7a into PR presentation assembly|a978cc7bf8a:merge: absorb upstream and close post-039 CI failures|6bf596259a7:merge: absorb frozen upstream e4968af|9f89d941dd1:merge: absorb frozen upstream c37ba84|164351fe76c:merge: absorb final frozen upstream for WO-1217|55fb755bebb:merge: absorb frozen upstream for WO-1217|e9a5ae9d12d:Merge upstream 0ea8d565 into CFC5 successor|2615e52048d:merge(1205): absorb current upstream f9207db3 into continuation base 4c5bd846|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|57cf8aa5bc4:merge: absorb upstream through 5b2a0840 for #1172|c22ef4effa1:Merge upstream into #1184 final assembly candidate|228da670830:merge: absorb upstream lifecycle and cron ownership into assembly|a05d8a41a26:merge: absorb frozen upstream for #1172|42a449f9ad2:Merge upstream/main into #1172 safe assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|71679cb2f58:fix: address continuation review p2s|c8ff54907c6:Merge origin/main into assembly continuation branch|cd255b3d6db:Merge upstream/main 2ce4a748 (drift re-absorb #6) + #1229 surface-budget pin|ca02cd2e616:Merge upstream/main into assembly — absorb 1361-commit drift for PR #85651 currency|776092e29bc:Merge upstream/main into frond-scribe/20260612/drift-correct-990-v4 (drift2)|f3f9fcceaeb:Back-merge upstream/main (bf89552) into assembly-token-wiring drift-correct|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	3bc188efe55 fix(diagnostics-otel): keep telemetry exportin
extensions/diagnostics-otel/src/service.ts	6	7fcb94331fcd3cd110519f0eb81cdef0dd839f7c	74ed2530dade44cc328570d71b88d87adcf9dc4c	7fcb94331fcd3cd110519f0eb81cdef0dd839f7c	74ed2530dade44cc328570d71b88d87adcf9dc4c	accepted-overlay-no-current-upstream-delta	ede8fe53879:fix(diagnostics-otel): restore continuation span lineage|5f8b89c70f5:fix(diagnostics-otel): preserve active continuation tracer|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|cb73c7db50c:Merge upstream f4387b7a into PR presentation assembly|a978cc7bf8a:merge: absorb upstream and close post-039 CI failures|9f89d941dd1:merge: absorb frozen upstream c37ba84|164351fe76c:merge: absorb final frozen upstream for WO-1217|55fb755bebb:merge: absorb frozen upstream for WO-1217|e9a5ae9d12d:Merge upstream 0ea8d565 into CFC5 successor|c22ef4effa1:Merge upstream into #1184 final assembly candidate|e3dd5604a7d:Merge frozen implementation epoch for #1172 LOC policy|c15743f18b6:temporary exact-tree LOC comparison|0dc146c8c57:Merge upstream main into #1172 cut candidate|40d0fde6d33:Fix static gate lint findings|860f41ad9b1:Merge upstream/main into 1172 status row assembly|42a449f9ad2:Merge upstream/main into #1172 safe assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|71679cb2f58:fix: address continuation review p2s|d3cfdf2dbf5:merge: absorb upstream main after 1159 fold|c8ff54907c6:Merge origin/main into assembly continuation branch|cd255b3d6db:Merge upstream/main 2ce4a748 (drift re-absorb #6) + #1229 surface-budget pin|ca02cd2e616:Merge upstream/main into assembly — absorb 1361-commit drift for PR #85651 currency|776092e29bc:Merge upstream/main into frond-scribe/20260612/drift-correct-990-v4 (drift2)|f3f9fcceaeb:Back-merge upstream/main (bf89552) into assembly-token-wiring drift-correct|6049e1d0d41:fix(diagnostics-otel): reset continuation tracer on stop for preloaded SDKs|077f1233cc7:Merge remote-tracking branch 'upstream/main' into frond-scribe/20260606/assembly-stabilized|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	880dde979b5 fix(diagnostics): preserve telemetry during se
extensions/discord/src/internal/rest.ts	1	a16c7856ddc3be054016f182b46edb1ebce1698c	040ee43c43101f5b822c4ea3a6f56bf6017543a8	a16c7856ddc3be054016f182b46edb1ebce1698c	040ee43c43101f5b822c4ea3a6f56bf6017543a8	accepted-overlay-no-current-upstream-delta	ff3e0dd6337:Repair frozen upstream merge unions|6f34847c57f:merge: absorb upstream/main into assembly (second incremental absorb)|a05d8a41a26:merge: absorb frozen upstream for #1172|c15743f18b6:temporary exact-tree LOC comparison|500d8fac2b6:Normalize Discord multipart bodies for undici fetch	?
extensions/feishu/src/delivery-trace.test.ts	4	37b7521bda69372aeb03009b22b19d04bbf01a5e	c1499a005adc10b1887f1dc37b936a35292f184b	37b7521bda69372aeb03009b22b19d04bbf01a5e	c1499a005adc10b1887f1dc37b936a35292f184b	accepted-overlay-no-current-upstream-delta	b6842092148:fix: stabilize 1184 GATES integration repairs	?
extensions/google-meet/src/oauth.ts	1	3698240ceb7207a2c0f321490bbd57eab922a000	3b6648a27eb2874663f6688b7aa46010dc3bc4f3	3698240ceb7207a2c0f321490bbd57eab922a000	3b6648a27eb2874663f6688b7aa46010dc3bc4f3	accepted-overlay-no-current-upstream-delta	4d7adb230bc:fix(google-meet): thread one resolved callback port through the whole OAuth flow|6e5601deeab:fix(google-meet): derive redirect URI from resolved callback port; restore coverage|e9a5ae9d12d:Merge upstream 0ea8d565 into CFC5 successor|a05d8a41a26:merge: absorb frozen upstream for #1172|56360c15761:Merge upstream/main into #1172 assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|ff1dea44344:Merge upstream/main into assembly drift branch|1f8839fd560:test: stabilize Google Meet OAuth timeout path	?
extensions/google/cli-backend-auth.test.ts	3	73548aa968cf29093e01f0e0977874bdf5fd0856	88c500c7135f7cf7cfe0ab0966ea82c440c73abd	73548aa968cf29093e01f0e0977874bdf5fd0856	88c500c7135f7cf7cfe0ab0966ea82c440c73abd	accepted-overlay-no-current-upstream-delta	e4053f698ea:fix(drift): align test roots with upstream rename surface	ce67ffb70e8 feat(agents): add tool-free isolated completio
extensions/google/cli-backend-isolated.test.ts	3	298db2b5dda04fadff5e38a849e42db455935f2c	f8353d99cc547d4849d02c818d4ac58420cc08d5	298db2b5dda04fadff5e38a849e42db455935f2c	f8353d99cc547d4849d02c818d4ac58420cc08d5	accepted-overlay-no-current-upstream-delta	e4053f698ea:fix(drift): align test roots with upstream rename surface	ce67ffb70e8 feat(agents): add tool-free isolated completio
extensions/google/transport-stream.test.ts	2	9b8206c1165a3eda9e34c9028bac1449ce9a77f0	39b1e2ede421a2dcafb78fb8688b5a40b6552548	9b8206c1165a3eda9e34c9028bac1449ce9a77f0	39b1e2ede421a2dcafb78fb8688b5a40b6552548	accepted-overlay-no-current-upstream-delta	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2dd84c968ef:merge: absorb upstream drift #10 into assembly|a9ebaa59cfe:merge: absorb upstream/main drift|7f2601b6779:Merge upstream/main (df725434f36) into 1172 continuation assembly|164351fe76c:merge: absorb final frozen upstream for WO-1217|55fb755bebb:merge: absorb frozen upstream for WO-1217|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|726f4e2f9cc:Merge upstream after post-666 corrections|b6842092148:fix: stabilize 1184 GATES integration repairs	?
extensions/matrix/src/matrix/client/storage.test.ts	2	ab3c25f0b39c212442b25b6b5ee052cee7795a77	3867f44be4be7205d136a4d4d2a417251ccf8b7d	ab3c25f0b39c212442b25b6b5ee052cee7795a77	3867f44be4be7205d136a4d4d2a417251ccf8b7d	accepted-overlay-no-current-upstream-delta	bae7eae11ab:Merge upstream/main into post-666 assembly candidate|b6842092148:fix: stabilize 1184 GATES integration repairs	?
extensions/matrix/src/test-runtime.ts	12	16bee6310274339abb78ae1dbac450e1cb4c58ad	d8b8d63e0597c6ef1144c53cd853cca6f28b59ae	16bee6310274339abb78ae1dbac450e1cb4c58ad	d8b8d63e0597c6ef1144c53cd853cca6f28b59ae	accepted-overlay-no-current-upstream-delta	164351fe76c:merge: absorb final frozen upstream for WO-1217|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|b6842092148:fix: stabilize 1184 GATES integration repairs	ef478c14b1e test(matrix): isolate runtime state (#118892)
extensions/msteams/src/channel.test.ts	3	27ba16733056d5853d6479c994ee934db4ecaee5	50a7ae1444d18c9fde9e7212ccd2f081f137cac6	27ba16733056d5853d6479c994ee934db4ecaee5	50a7ae1444d18c9fde9e7212ccd2f081f137cac6	accepted-overlay-no-current-upstream-delta	09b553e5fc7:fix: repair two silent merge overlaps surfaced by the static gates	ef447abdeed fix(channels): degrade unavailable credential
extensions/mxc/test/binary-resolver.test.ts	7	684fa8b8d20e15d1dac5520a4a56a6ed5d95f067	62b1dfb1d6d9f3c7f21bfd3d4ce1f3cf42b6e5ef	684fa8b8d20e15d1dac5520a4a56a6ed5d95f067	62b1dfb1d6d9f3c7f21bfd3d4ce1f3cf42b6e5ef	accepted-overlay-no-current-upstream-delta	cee7f79347b:test(extensions): isolate shared-runner fixtures	?
extensions/ollama/provider-discovery.test.ts	3	a2ed2dc86ba2ca3212e25cce005c519a086139f9	5e66ddb39617d7cf35528a5f88fdca08337d12f2	a2ed2dc86ba2ca3212e25cce005c519a086139f9	5e66ddb39617d7cf35528a5f88fdca08337d12f2	accepted-overlay-no-current-upstream-delta	68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|2615e52048d:merge(1205): absorb current upstream f9207db3 into continuation base 4c5bd846|83d0eba67f0:Merge remote-tracking branch 'upstream/main' into scribe/20260709/1172-status-row-assembly|c8ff54907c6:Merge origin/main into assembly continuation branch|a6901e60df1:test: refresh host-aware CI expectations	?
extensions/qa-lab/src/crabline-transport-message-id.test.ts	3	068b0c34b88f79b527ca8f7a4c7fb41a6030a46d	8f59f90aa293929f1617725e8ad7c9d7c4277aea	068b0c34b88f79b527ca8f7a4c7fb41a6030a46d	8f59f90aa293929f1617725e8ad7c9d7c4277aea	accepted-overlay-no-current-upstream-delta	e4053f698ea:fix(drift): align test roots with upstream rename surface	85fd4c9a026 fix(qa): preserve scoped native message and co
