path	dropped_lines	base_upstream_blob	accepted_candidate_blob	accepted_delta	accepted_commits	disposition
src/agents/embedded-agent-runner/compact.types.ts	1	924547a5267b903b3dedf5d79fc71c484800b483	dea7f8e5b76332e1ce4db31c50cb63c812ef346a	+2/-1	2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly|7f2601b6779:Merge upstream/main (df725434f36) into 1172 continuation assembly|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|0ff0add5e40:merge: absorb upstream through 025e6cee for #1172|0dc146c8c57:Merge upstream main into #1172 cut candidate|5c496f41da0:Merge upstream/main into #1172 status-row assembly|7043b6f9a0d:Merge upstream/main into 1172 status row assembly|56360c15761:Merge upstream/main into #1172 assembly|f27e2483608:Merge upstream/main into assembly-continuation-followons|d2c7457b3ba:merge: drift-cure back-merge upstream/main into assembly-drift-cure (#999 post-cleanse)|d118c435610:Merge remote-tracking branch 'upstream/main' into frond-scribe/20260611/drift-preview-990|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 924547a5267b903b3dedf5d79fc71c484800b483. CANDIDATE preserves accepted SOURCE blob dea7f8e5b76332e1ce4db31c50cb63c812ef346a; the accepted +2/-1 overlay from 2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|056bdf88295:Merge upstream/main (750d0dcd9e7) into 1172 continuation assembly|7f2601b6779:Merge upstream/main (df725434f36) into 1172 continuation assembly|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|0ff0add5e40:merge: absorb upstream through 025e6cee for #1172|0dc146c8c57:Merge upstream main into #1172 cut candidate|5c496f41da0:Merge upstream/main into #1172 status-row assembly|7043b6f9a0d:Merge upstream/main into 1172 status row assembly|56360c15761:Merge upstream/main into #1172 assembly|f27e2483608:Merge upstream/main into assembly-continuation-followons|d2c7457b3ba:merge: drift-cure back-merge upstream/main into assembly-drift-cure (#999 post-cleanse)|d118c435610:Merge remote-tracking branch 'upstream/main' into frond-scribe/20260611/drift-preview-990|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-runner/compaction-checkpoint.ts	1	e683eda675a7b0eaf733ea7a71716a13cda5a3b6	fd0a2441f5259e2c1376b8bc3cf633ea952ba89e	+1/-1	3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|bd8fcdf6396:merge: absorb upstream/main drift (21 commits)|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|bae7eae11ab:Merge upstream/main into post-666 assembly candidate	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at e683eda675a7b0eaf733ea7a71716a13cda5a3b6. CANDIDATE preserves accepted SOURCE blob fd0a2441f5259e2c1376b8bc3cf633ea952ba89e; the accepted +1/-1 overlay from 3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|bd8fcdf6396:merge: absorb upstream/main drift (21 commits)|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|bae7eae11ab:Merge upstream/main into post-666 assembly candidate supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-runner/run/attempt-execution-phase.ts	6	9cee54c5a7917ddd6981dbcb168a18eb212f40f3	9a3ef3533f6827236ebeeffd18bbc957c206d81e	+2/-6	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 9cee54c5a7917ddd6981dbcb168a18eb212f40f3. CANDIDATE preserves accepted SOURCE blob 9a3ef3533f6827236ebeeffd18bbc957c206d81e; the accepted +2/-6 overlay from b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout supersedes the 6-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-runner/run/failover-policy.ts	1	bf44bc1e12d2a55c9d2ed0f402f381f53654f867	a9fe212047ce586824eae66aca0ddc8f933d3c8e	+42/-1	7464b874e55:merge: absorb upstream/main drift|8c2d9a1f1ee:fix(agents): adopt upstream failover-reason ordering; retire our divergence|c07cb0b066b:fix(continuation): restore post-drift runner lifecycle|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|c15743f18b6:temporary exact-tree LOC comparison|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|78d31449a23:merge: absorb upstream main into continuation assembly|ba9778fa570:Merge upstream/main into assembly-continuation-followons|8cafdcd2a9d:Merge remote-tracking branch 'upstream/main' into frond-scribe/20260613/assembly-drift-cure|7992640e60f:fix(run.ts): upstream-faithful timeout-compaction failover (remove compactionFailureContext, keep 2x)|6f2550b65a9:docs(comments): scrub fork dev-vocabulary for upstream presentation|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at bf44bc1e12d2a55c9d2ed0f402f381f53654f867. CANDIDATE preserves accepted SOURCE blob a9fe212047ce586824eae66aca0ddc8f933d3c8e; the accepted +42/-1 overlay from 7464b874e55:merge: absorb upstream/main drift|8c2d9a1f1ee:fix(agents): adopt upstream failover-reason ordering; retire our divergence|c07cb0b066b:fix(continuation): restore post-drift runner lifecycle|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|c15743f18b6:temporary exact-tree LOC comparison|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|78d31449a23:merge: absorb upstream main into continuation assembly|ba9778fa570:Merge upstream/main into assembly-continuation-followons|8cafdcd2a9d:Merge remote-tracking branch 'upstream/main' into frond-scribe/20260613/assembly-drift-cure|7992640e60f:fix(run.ts): upstream-faithful timeout-compaction failover (remove compactionFailureContext, keep 2x)|6f2550b65a9:docs(comments): scrub fork dev-vocabulary for upstream presentation|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-runner/run/payloads.ts	22	5575c7cd822f790ab5ef9cafea2ddfdf92051081	d7d2f8f10111622e74f691dfd72719eb87adad30	+66/-26	d54403ab018:merge: absorb current upstream 23854c39 into continuation candidate|b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|7c4de7d18b7:merge: absorb upstream/main drift|3b33188c6d4:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|726f4e2f9cc:Merge upstream after post-666 corrections|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|5a3e8628492:fix(agents): reconcile final reply delivery	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 5575c7cd822f790ab5ef9cafea2ddfdf92051081. CANDIDATE preserves accepted SOURCE blob d7d2f8f10111622e74f691dfd72719eb87adad30; the accepted +66/-26 overlay from d54403ab018:merge: absorb current upstream 23854c39 into continuation candidate|b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|7c4de7d18b7:merge: absorb upstream/main drift|3b33188c6d4:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|ca5a25affc9:Merge upstream/main (cb50289e283) into 1172 continuation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|726f4e2f9cc:Merge upstream after post-666 corrections|bae7eae11ab:Merge upstream/main into post-666 assembly candidate|5a3e8628492:fix(agents): reconcile final reply delivery supersedes the 22-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-runner/server-endpoint-compaction.ts	1	7c8f0d2f8feed83e916ccd818cbdf9786668dd20	51fc16027fac1ca6b7d0035d456c2e83c781ffc1	+1/-1	2cf1c4dba1a:Merge upstream main into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 7c8f0d2f8feed83e916ccd818cbdf9786668dd20. CANDIDATE preserves accepted SOURCE blob 51fc16027fac1ca6b7d0035d456c2e83c781ffc1; the accepted +1/-1 overlay from 2cf1c4dba1a:Merge upstream main into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.compaction.runtime.ts	1	2ea21ee4b8178ad3cda607f2cad4c7f2c900271c	54991e481f4138812f014b6078dd6bd9af4d03cc	+25/-1	a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 2ea21ee4b8178ad3cda607f2cad4c7f2c900271c. CANDIDATE preserves accepted SOURCE blob 54991e481f4138812f014b6078dd6bd9af4d03cc; the accepted +25/-1 overlay from a316a17ca0d:merge: absorb upstream/main drift and follow the session-path renames|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.compaction.test.ts	1	e69ab883d86484e7a17f4add607612b371721b54	443ef07b7cc14953a8a3be3a5626cf514c84f765	+53/-1	2cf1c4dba1a:Merge upstream main into continuation assembly|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|c15743f18b6:temporary exact-tree LOC comparison|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|f01d8eeffeb:Merge remote-tracking branch 'origin/main' into HEAD|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at e69ab883d86484e7a17f4add607612b371721b54. CANDIDATE preserves accepted SOURCE blob 443ef07b7cc14953a8a3be3a5626cf514c84f765; the accepted +53/-1 overlay from 2cf1c4dba1a:Merge upstream main into continuation assembly|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|c15743f18b6:temporary exact-tree LOC comparison|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|f01d8eeffeb:Merge remote-tracking branch 'origin/main' into HEAD|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.compaction.ts	11	321ef70353749d74a97ca6b16edf196dc220b2d4	6981dec3ae40757bc834b00b1d02e1118eba2fbe	+63/-13	2cf1c4dba1a:Merge upstream main into continuation assembly|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|5a3e8628492:fix(agents): reconcile final reply delivery|4036e41b55e:Merge upstream/main into 1172 status row assembly|00af7feddcc:Merge upstream/main into #1172 assembly|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|f01d8eeffeb:Merge remote-tracking branch 'origin/main' into HEAD|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 321ef70353749d74a97ca6b16edf196dc220b2d4. CANDIDATE preserves accepted SOURCE blob 6981dec3ae40757bc834b00b1d02e1118eba2fbe; the accepted +63/-13 overlay from 2cf1c4dba1a:Merge upstream main into continuation assembly|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|5a3e8628492:fix(agents): reconcile final reply delivery|4036e41b55e:Merge upstream/main into 1172 status row assembly|00af7feddcc:Merge upstream/main into #1172 assembly|e559d24f22d:merge: drift-correct onto upstream/main a0a0e5e4cb|f01d8eeffeb:Merge remote-tracking branch 'origin/main' into HEAD|8e04d27f1a5:feat(continuation): replay drift-cure candidate onto upstream supersedes the 11-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.lifecycle.test.ts	6	203617d21913a98747ae8d450f64b9b890e12986	f513a8cbda06b28dcc7766ad00bccdea18c8d864	+23/-11	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|9507800800a:merge: absorb upstream/main into continuation assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery|0ff0add5e40:merge: absorb upstream through 025e6cee for #1172	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 203617d21913a98747ae8d450f64b9b890e12986. CANDIDATE preserves accepted SOURCE blob f513a8cbda06b28dcc7766ad00bccdea18c8d864; the accepted +23/-11 overlay from b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|9507800800a:merge: absorb upstream/main into continuation assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery|0ff0add5e40:merge: absorb upstream through 025e6cee for #1172 supersedes the 6-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.lifecycle.ts	13	7e40ad3515ac8ead664c1493e40ff75f87248b8d	99ed07f205203d8adf35750c05b91f21e2da1bd1	+48/-14	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|2dd84c968ef:merge: absorb upstream drift #10 into assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|474e123d2ee:test(agents): split continuation payload coverage|5a3e8628492:fix(agents): reconcile final reply delivery|860f41ad9b1:Merge upstream/main into 1172 status row assembly|00af7feddcc:Merge upstream/main into #1172 assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|d7c8fed899d:fix: sanitize validation-loop terminal diagnostics|11d7c638245:merge: absorb upstream drift into assembly	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 7e40ad3515ac8ead664c1493e40ff75f87248b8d. CANDIDATE preserves accepted SOURCE blob 99ed07f205203d8adf35750c05b91f21e2da1bd1; the accepted +48/-14 overlay from b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|2dd84c968ef:merge: absorb upstream drift #10 into assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|474e123d2ee:test(agents): split continuation payload coverage|5a3e8628492:fix(agents): reconcile final reply delivery|860f41ad9b1:Merge upstream/main into 1172 status row assembly|00af7feddcc:Merge upstream/main into #1172 assembly|a9ea8e596e7:Backmerge upstream main into assembly after splay prune|d7c8fed899d:fix: sanitize validation-loop terminal diagnostics|11d7c638245:merge: absorb upstream drift into assembly supersedes the 13-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.test.ts	17	6cc65af16da7efdf45438ced52f04e41c48494d1	fee2cc13be7e86b455c89dcd01c669b3eb3014b5	+350/-20	2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 6cc65af16da7efdf45438ced52f04e41c48494d1. CANDIDATE preserves accepted SOURCE blob fee2cc13be7e86b455c89dcd01c669b3eb3014b5; the accepted +350/-20 overlay from 2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 17-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.ts	152	06eb825962c89d365076f7b542c6ecf40e1861fb	b7a1eb2982a163f6c254f726b28c84a318d009cc	+354/-212	dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 06eb825962c89d365076f7b542c6ecf40e1861fb. CANDIDATE preserves accepted SOURCE blob b7a1eb2982a163f6c254f726b28c84a318d009cc; the accepted +354/-212 overlay from dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 152-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.replies.ts	1	5e4fb9095d4a82799301eb6d82feb45b39a994cb	40ba4ff9b0b47bcc7ad6c2fff07b360471ff1ecc	+15/-1	2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 5e4fb9095d4a82799301eb6d82feb45b39a994cb. CANDIDATE preserves accepted SOURCE blob 40ba4ff9b0b47bcc7ad6c2fff07b360471ff1ecc; the accepted +15/-1 overlay from 2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.stream.ts	2	16464f27f79304a6ec16fd6659d5d751c8f326b9	990a0d240a66caa9d6438240ead9d381727ad9c8	+13/-2	09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 16464f27f79304a6ec16fd6659d5d751c8f326b9. CANDIDATE preserves accepted SOURCE blob 990a0d240a66caa9d6438240ead9d381727ad9c8; the accepted +13/-2 overlay from 09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 2-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.test-helpers.ts	1	5be611d025d9baad4d6b79ca4d032f92fe9c5c0e	e161b27f0ba3953b92da43240147257c4391ff31	+7/-2	09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 5be611d025d9baad4d6b79ca4d032f92fe9c5c0e. CANDIDATE preserves accepted SOURCE blob e161b27f0ba3953b92da43240147257c4391ff31; the accepted +7/-2 overlay from 09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.update-stream-items.test.ts	1	4c2b31449082c07ee4a0a2b68d764c330a02d523	a519c3c59357b8cb0d90d1d5b9d9ea50abab2cda	+42/-1	dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 4c2b31449082c07ee4a0a2b68d764c330a02d523. CANDIDATE preserves accepted SOURCE blob a519c3c59357b8cb0d90d1d5b9d9ea50abab2cda; the accepted +42/-1 overlay from dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 1-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.update-stream-phases.test.ts	3	0ae89a5140ef45abc8dc56d5e07199f1257883c7	de7d0cbfcb312285c29684708afb5f84f5bab694	+557/-3	dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 0ae89a5140ef45abc8dc56d5e07199f1257883c7. CANDIDATE preserves accepted SOURCE blob de7d0cbfcb312285c29684708afb5f84f5bab694; the accepted +557/-3 overlay from dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 3-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.messages.update.ts	53	0916b74fb0dd8bae8423e5bf9231cd63325cff3a	81a24f9984ecf4ea4258f97b209f85a8c6bbff94	+151/-60	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 0916b74fb0dd8bae8423e5bf9231cd63325cff3a. CANDIDATE preserves accepted SOURCE blob 81a24f9984ecf4ea4258f97b209f85a8c6bbff94; the accepted +151/-60 overlay from b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|dfe2d49b2cb:refactor: close continuation gate ratchets|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition) supersedes the 53-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.tools.results.ts	3	8135cf1cfeed7084a7d28629a4cc531aff8da2d1	655d5a9654a86df05c31b8f808b3eabafe85be03	+42/-5	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 8135cf1cfeed7084a7d28629a4cc531aff8da2d1. CANDIDATE preserves accepted SOURCE blob 655d5a9654a86df05c31b8f808b3eabafe85be03; the accepted +42/-5 overlay from b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout supersedes the 3-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.tools.start.ts	2	df2136e8483257fa757bca4d44a4f086578438f5	2794be27ed8f5beb9c00b4ad3645a17ca47c541f	+13/-2	b5f1960fd4d:merge: backmerge frozen upstream into continuation|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|2dd84c968ef:merge: absorb upstream drift #10 into assembly|7464b874e55:merge: absorb upstream/main drift|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at df2136e8483257fa757bca4d44a4f086578438f5. CANDIDATE preserves accepted SOURCE blob 2794be27ed8f5beb9c00b4ad3645a17ca47c541f; the accepted +13/-2 overlay from b5f1960fd4d:merge: backmerge frozen upstream into continuation|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|3f8d6503dde:Merge upstream main 530b33e4 into continuation assembly|09f47132f64:merge: absorb upstream 67262b70dc7 into assembly (subscribe-monolith split transposition)|2dd84c968ef:merge: absorb upstream drift #10 into assembly|7464b874e55:merge: absorb upstream/main drift|c30aef476f1:fix(continuation): re-home continuation behaviour onto upstream's new layout supersedes the 2-line post-PR set candidate. No upstream restoration applies in this cure.
src/agents/embedded-agent-subscribe.handlers.types.ts	5	24d1353c882f28a540593a77b211dde497dddb60	b7b9efe20b3f97d0fd2c2188296dc0e58b3324a5	+33/-5	b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|ec72b26076c:merge: absorb upstream drift #12 into assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|d376461fa97:fix(agents): preserve repeated compaction retries|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery|b9a8a5cc138:fix(agents): filter phase-pending continuation display|7daef1060ae:fix(agents): hide continuation markers in commentary streams	No current-upstream hunk exists: UPSTREAM:path equals OLD_MERGE_BASE:path at 24d1353c882f28a540593a77b211dde497dddb60. CANDIDATE preserves accepted SOURCE blob b7b9efe20b3f97d0fd2c2188296dc0e58b3324a5; the accepted +33/-5 overlay from b5f1960fd4d:merge: backmerge frozen upstream into continuation|2cf1c4dba1a:Merge upstream main into continuation assembly|f2cc523f491:Merge upstream eb63cb148 into continuation assembly|ec72b26076c:merge: absorb upstream drift #12 into assembly|9507800800a:merge: absorb upstream/main into continuation assembly|90b055341a1:Merge upstream/main into the continuation assembly candidate|d376461fa97:fix(agents): preserve repeated compaction retries|7abbbe17ef9:merge: absorb upstream 6543e6f into PR presentation assembly|b5bc4347c0d:Merge upstream 18c9f27e into #1219 F1 accepted head|68358363287:Merge frozen upstream acf28495 into 1172 status-row assembly|9ed7fd20b49:merge: absorb upstream cc48aef into continuation assembly|2e155cf622e:merge: absorb upstream through 20eda for continuation assembly|5a3e8628492:fix(agents): reconcile final reply delivery|b9a8a5cc138:fix(agents): filter phase-pending continuation display|7daef1060ae:fix(agents): hide continuation markers in commentary streams supersedes the 5-line post-PR set candidate. No upstream restoration applies in this cure.
